npy_filepath,label,original_size,new_size,original_file_path,split
"train/TCGA-67-6217-01A-01-TS1-15356-15918-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(196, 218)","(196, 218)","1.training/TCGA-67-6217-01A-01-TS1-15356-15918-[0, 1, 0].png",train
"train/449636-27782-9198-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(277, 169)","(277, 169)","1.training/449636-27782-9198-[0, 0, 1].png",train
"train/439448-40234-50808-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(200, 182)","(200, 182)","1.training/439448-40234-50808-[0, 1, 0].png",train
"train/1124863-29639-31980-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(284, 200)","(284, 200)","1.training/1124863-29639-31980-[0, 0, 1].png",train
"train/449636-42493-48426-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(206, 209)","(206, 209)","1.training/449636-42493-48426-[0, 0, 1].png",train
"train/1021305-42410-42627-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(242, 243)","(242, 243)","1.training/1021305-42410-42627-[0, 1, 0].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-65452-76990-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(262, 162)","(262, 162)","1.training/TCGA-53-A4EZ-01Z-00-DX1-65452-76990-[1, 1, 0].png",train
"train/1200164-12842-19525-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(182, 165)","(182, 165)","1.training/1200164-12842-19525-[1, 0, 0].png",train
"train/440930-42061-27648-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(180, 172)","(180, 172)","1.training/440930-42061-27648-[1, 0, 0].png",train
"train/1115189-20431-40570-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(153, 247)","(153, 247)","1.training/1115189-20431-40570-[0, 1, 0].png",train
"train/1222870-21581-13583-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(173, 216)","(173, 216)","1.training/1222870-21581-13583-[0, 0, 1].png",train
"train/1109944-15194-39959-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(180, 160)","(180, 160)","1.training/1109944-15194-39959-[1, 1, 0].png",train
"train/TCGA-99-7458-01A-01-BS1-11941-4700-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(243, 244)","(243, 244)","1.training/TCGA-99-7458-01A-01-BS1-11941-4700-[1, 1, 0].png",train
"train/1124863-23488-24378-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(203, 207)","(203, 207)","1.training/1124863-23488-24378-[1, 1, 0].png",train
"train/449636-30974-9198-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(297, 210)","(297, 210)","1.training/449636-30974-9198-[0, 0, 1].png",train
"train/TCGA-55-7570-01Z-00-DX1-13497-25552-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(299, 270)","(299, 270)","1.training/TCGA-55-7570-01Z-00-DX1-13497-25552-[1, 1, 0].png",train
"train/1222870-23371-6214-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(231, 246)","(231, 246)","1.training/1222870-23371-6214-[0, 0, 1].png",train
"train/1125346-37158-31289-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(193, 215)","(193, 215)","1.training/1125346-37158-31289-[1, 1, 0].png",train
"train/1224965-15642-47751-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(252, 268)","(252, 268)","1.training/1224965-15642-47751-[1, 0, 0].png",train
"train/1021305-8795-32428-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(276, 276)","(276, 276)","1.training/1021305-8795-32428-[0, 0, 1].png",train
"train/447079-32169-51687-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(172, 262)","(172, 262)","1.training/447079-32169-51687-[0, 0, 1].png",train
"train/1122944-34322-16012-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(264, 218)","(264, 218)","1.training/1122944-34322-16012-[0, 1, 0].png",train
"train/1222870-22291-13043-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(173, 251)","(173, 251)","1.training/1222870-22291-13043-[0, 0, 1].png",train
"train/1115849-40268-37803-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(273, 254)","(273, 254)","1.training/1115849-40268-37803-[1, 1, 0].png",train
"train/1004276-51979-18557-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(291, 278)","(291, 278)","1.training/1004276-51979-18557-[1, 1, 0].png",train
"train/TCGA-86-8279-01Z-00-DX1-110504-35642-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(271, 224)","(271, 224)","1.training/TCGA-86-8279-01Z-00-DX1-110504-35642-[0, 1, 0].png",train
"train/1013200-24657-41506-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(256, 240)","(256, 240)","1.training/1013200-24657-41506-[1, 1, 0].png",train
"train/1021305-8179-33646-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(173, 235)","(173, 235)","1.training/1021305-8179-33646-[0, 0, 1].png",train
"train/TCGA-67-6217-01A-01-TS1-18250-11001-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(290, 253)","(290, 253)","1.training/TCGA-67-6217-01A-01-TS1-18250-11001-[1, 1, 0].png",train
"train/TCGA-55-1594-01Z-00-DX1-13186-27502-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(205, 210)","(205, 210)","1.training/TCGA-55-1594-01Z-00-DX1-13186-27502-[1, 0, 0].png",train
"train/TCGA-97-8175-01Z-00-DX1-105971-35881-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(237, 289)","(237, 289)","1.training/TCGA-97-8175-01Z-00-DX1-105971-35881-[1, 0, 0].png",train
"train/TCGA-MN-A4N4-01Z-00-DX1-71068-63187-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(292, 162)","(292, 162)","1.training/TCGA-MN-A4N4-01Z-00-DX1-71068-63187-[1, 1, 0].png",train
"train/1122944-18003-38163-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(194, 262)","(194, 262)","1.training/1122944-18003-38163-[0, 0, 1].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-46476-54732-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(224, 153)","(224, 153)","1.training/TCGA-53-A4EZ-01Z-00-DX1-46476-54732-[1, 0, 0].png",train
"train/449636-29378-6624-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(156, 248)","(156, 248)","1.training/449636-29378-6624-[0, 0, 1].png",train
"train/440930-26953-57186-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(288, 262)","(288, 262)","1.training/440930-26953-57186-[1, 1, 0].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-83236-47988-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(207, 153)","(207, 153)","1.training/TCGA-53-A4EZ-01Z-00-DX1-83236-47988-[1, 1, 0].png",train
"train/1115849-38540-38721-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(236, 163)","(236, 163)","1.training/1115849-38540-38721-[1, 1, 0].png",train
"train/436219-11497-56427-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(215, 216)","(215, 216)","1.training/436219-11497-56427-[1, 1, 0].png",train
"train/1122944-48743-22895-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(240, 247)","(240, 247)","1.training/1122944-48743-22895-[0, 0, 1].png",train
"train/1209158-32216-24725-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(189, 264)","(189, 264)","1.training/1209158-32216-24725-[1, 1, 0].png",train
"train/1224965-29481-53176-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(259, 153)","(259, 153)","1.training/1224965-29481-53176-[1, 0, 0].png",train
"train/1122944-18003-37582-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(270, 249)","(270, 249)","1.training/1122944-18003-37582-[0, 0, 1].png",train
"train/440930-33549-8352-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(197, 163)","(197, 163)","1.training/440930-33549-8352-[1, 0, 0].png",train
"train/TCGA-78-8662-01Z-00-DX1-50375-40627-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(277, 209)","(277, 209)","1.training/TCGA-78-8662-01Z-00-DX1-50375-40627-[1, 1, 0].png",train
"train/1114839-22792-20969-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(271, 277)","(271, 277)","1.training/1114839-22792-20969-[1, 1, 0].png",train
"train/440682-28671-22802-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(264, 269)","(264, 269)","1.training/440682-28671-22802-[1, 1, 0].png",train
"train/1217322-20477-38527-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(289, 187)","(289, 187)","1.training/1217322-20477-38527-[1, 1, 0].png",train
"train/1121662-14414-19928-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(188, 252)","(188, 252)","1.training/1121662-14414-19928-[1, 1, 0].png",train
"train/446242-23804-48325-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(233, 289)","(233, 289)","1.training/446242-23804-48325-[0, 1, 0].png",train
"train/1115849-39404-37038-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(298, 182)","(298, 182)","1.training/1115849-39404-37038-[1, 1, 0].png",train
"train/1209559-13240-6325-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(166, 174)","(166, 174)","1.training/1209559-13240-6325-[1, 1, 0].png",train
"train/1121662-12676-12811-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(171, 231)","(171, 231)","1.training/1121662-12676-12811-[0, 0, 1].png",train
"train/1115189-31646-49402-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(230, 214)","(230, 214)","1.training/1115189-31646-49402-[0, 1, 0].png",train
"train/1021408-30901-11993-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(204, 189)","(204, 189)","1.training/1021408-30901-11993-[1, 1, 0].png",train
"train/1138508-13416-20629-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(168, 163)","(168, 163)","1.training/1138508-13416-20629-[1, 1, 0].png",train
"train/TCGA-86-8279-01Z-00-DX1-64410-62981-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(260, 245)","(260, 245)","1.training/TCGA-86-8279-01Z-00-DX1-64410-62981-[1, 1, 0].png",train
"train/1115189-31646-24010-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(159, 272)","(159, 272)","1.training/1115189-31646-24010-[0, 1, 0].png",train
"train/1021305-27440-44637-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(156, 179)","(156, 179)","1.training/1021305-27440-44637-[1, 1, 0].png",train
"train/1109944-15333-40475-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(283, 231)","(283, 231)","1.training/1109944-15333-40475-[1, 1, 0].png",train
"train/1206584-29568-67837-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(257, 176)","(257, 176)","1.training/1206584-29568-67837-[0, 0, 1].png",train
"train/1115849-31866-54436-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(193, 215)","(193, 215)","1.training/1115849-31866-54436-[1, 1, 0].png",train
"train/1006595-10248-46702-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(150, 246)","(150, 246)","1.training/1006595-10248-46702-[1, 0, 0].png",train
"train/1206584-33811-28854-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(200, 293)","(200, 293)","1.training/1206584-33811-28854-[1, 1, 0].png",train
"train/1004276-51466-18557-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(233, 222)","(233, 222)","1.training/1004276-51466-18557-[1, 1, 0].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-98728-77775-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(248, 280)","(248, 280)","1.training/TCGA-53-A4EZ-01Z-00-DX1-98728-77775-[0, 1, 0].png",train
"train/1122944-34322-9500-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(267, 244)","(267, 244)","1.training/1122944-34322-9500-[0, 1, 0].png",train
"train/1004470-15049-50935-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(152, 156)","(152, 156)","1.training/1004470-15049-50935-[1, 1, 0].png",train
"train/1115189-33889-36154-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(155, 190)","(155, 190)","1.training/1115189-33889-36154-[0, 1, 0].png",train
"train/1224965-5757-39071-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(157, 177)","(157, 177)","1.training/1224965-5757-39071-[1, 0, 0].png",train
"train/1115189-22674-43882-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(249, 267)","(249, 267)","1.training/1115189-22674-43882-[0, 1, 0].png",train
"train/446242-7832-48325-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(213, 252)","(213, 252)","1.training/446242-7832-48325-[1, 1, 0].png",train
"train/1021305-29935-50667-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(190, 217)","(190, 217)","1.training/1021305-29935-50667-[1, 0, 0].png",train
"train/1203706-38452-15117-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(249, 257)","(249, 257)","1.training/1203706-38452-15117-[1, 1, 0].png",train
"train/1200530-5654-8998-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(181, 265)","(181, 265)","1.training/1200530-5654-8998-[1, 1, 0].png",train
"train/1222870-22149-12638-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(158, 187)","(158, 187)","1.training/1222870-22149-12638-[0, 0, 1].png",train
"train/1004470-11387-12571-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(183, 262)","(183, 262)","1.training/1004470-11387-12571-[1, 1, 0].png",train
"train/1217322-33942-15772-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(211, 159)","(211, 159)","1.training/1217322-33942-15772-[1, 1, 0].png",train
"train/TCGA-86-8279-01Z-00-DX1-75867-59563-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(258, 207)","(258, 207)","1.training/TCGA-86-8279-01Z-00-DX1-75867-59563-[1, 1, 0].png",train
"train/1121662-8912-14397-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(208, 293)","(208, 293)","1.training/1121662-8912-14397-[0, 0, 1].png",train
"train/447079-7536-55452-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(194, 254)","(194, 254)","1.training/447079-7536-55452-[0, 0, 1].png",train
"train/1209158-24766-33258-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(259, 211)","(259, 211)","1.training/1209158-24766-33258-[1, 0, 0].png",train
"train/1109944-15194-40217-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(263, 198)","(263, 198)","1.training/1109944-15194-40217-[1, 1, 0].png",train
"train/TCGA-49-4512-01Z-00-DX1-59019-34075-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(186, 191)","(186, 191)","1.training/TCGA-49-4512-01Z-00-DX1-59019-34075-[1, 1, 0].png",train
"train/1224965-27504-53176-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(217, 251)","(217, 251)","1.training/1224965-27504-53176-[1, 0, 0].png",train
"train/444302-30121-47235-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(237, 236)","(237, 236)","1.training/444302-30121-47235-[0, 1, 0].png",train
"train/1222870-22291-12233-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(159, 222)","(159, 222)","1.training/1222870-22291-12233-[0, 0, 1].png",train
"train/1224965-21573-22796-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(213, 192)","(213, 192)","1.training/1224965-21573-22796-[1, 0, 0].png",train
"train/1138508-17959-14755-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(215, 192)","(215, 192)","1.training/1138508-17959-14755-[1, 1, 0].png",train
"train/TCGA-55-1594-01Z-00-DX1-77686-23160-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(247, 246)","(247, 246)","1.training/TCGA-55-1594-01Z-00-DX1-77686-23160-[1, 1, 0].png",train
"train/1009800-42025-52424-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(176, 284)","(176, 284)","1.training/1009800-42025-52424-[0, 0, 1].png",train
"train/TCGA-86-8279-01Z-00-DX1-91245-47683-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(163, 222)","(163, 222)","1.training/TCGA-86-8279-01Z-00-DX1-91245-47683-[1, 1, 0].png",train
"train/1223954-14303-38923-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(260, 182)","(260, 182)","1.training/1223954-14303-38923-[1, 1, 0].png",train
"train/1004276-8254-34813-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(252, 203)","(252, 203)","1.training/1004276-8254-34813-[1, 0, 0].png",train
"train/1122793-24207-40508-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(150, 202)","(150, 202)","1.training/1122793-24207-40508-[1, 1, 0].png",train
"train/1125346-11052-5961-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(282, 207)","(282, 207)","1.training/1125346-11052-5961-[1, 1, 0].png",train
"train/1223954-16373-18947-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(299, 214)","(299, 214)","1.training/1223954-16373-18947-[1, 1, 0].png",train
"train/TCGA-97-8175-01Z-00-DX1-59609-37735-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(250, 210)","(250, 210)","1.training/TCGA-97-8175-01Z-00-DX1-59609-37735-[0, 1, 0].png",train
"train/1221636-26559-44821-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(189, 183)","(189, 183)","1.training/1221636-26559-44821-[0, 1, 0].png",train
"train/1223954-12233-24395-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(199, 164)","(199, 164)","1.training/1223954-12233-24395-[1, 1, 0].png",train
"train/1208248-19917-62938-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(204, 211)","(204, 211)","1.training/1208248-19917-62938-[1, 1, 0].png",train
"train/436219-26680-41547-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(157, 214)","(157, 214)","1.training/436219-26680-41547-[1, 1, 0].png",train
"train/436219-15835-48987-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(283, 203)","(283, 203)","1.training/436219-15835-48987-[1, 1, 0].png",train
"train/TCGA-86-8279-01Z-00-DX1-86890-26203-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(253, 255)","(253, 255)","1.training/TCGA-86-8279-01Z-00-DX1-86890-26203-[1, 1, 0].png",train
"train/447079-20184-51864-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(165, 162)","(165, 162)","1.training/447079-20184-51864-[0, 0, 1].png",train
"train/1205260-34561-11582-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(153, 260)","(153, 260)","1.training/1205260-34561-11582-[0, 0, 1].png",train
"train/1222870-7333-32431-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(284, 197)","(284, 197)","1.training/1222870-7333-32431-[1, 1, 0].png",train
"train/1114839-28519-32840-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(254, 254)","(254, 254)","1.training/1114839-28519-32840-[1, 1, 0].png",train
"train/1124863-24971-10452-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(238, 243)","(238, 243)","1.training/1124863-24971-10452-[0, 1, 0].png",train
"train/1032888-16393-23806-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(283, 277)","(283, 277)","1.training/1032888-16393-23806-[1, 1, 0].png",train
"train/1115189-24917-29530-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(270, 292)","(270, 292)","1.training/1115189-24917-29530-[1, 1, 0].png",train
"train/1217322-52793-35493-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(247, 188)","(247, 188)","1.training/1217322-52793-35493-[1, 0, 0].png",train
"train/1121662-28664-33858-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(169, 150)","(169, 150)","1.training/1121662-28664-33858-[1, 1, 0].png",train
"train/1114839-34246-30202-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(287, 217)","(287, 217)","1.training/1114839-34246-30202-[1, 1, 0].png",train
"train/1125346-33924-27844-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(221, 298)","(221, 298)","1.training/1125346-33924-27844-[1, 1, 0].png",train
"train/444302-21046-37701-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(261, 186)","(261, 186)","1.training/444302-21046-37701-[1, 1, 0].png",train
"train/TCGA-49-4512-01Z-00-DX1-74253-64039-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(279, 236)","(279, 236)","1.training/TCGA-49-4512-01Z-00-DX1-74253-64039-[1, 1, 0].png",train
"train/1006595-29218-21326-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(171, 158)","(171, 158)","1.training/1006595-29218-21326-[0, 1, 0].png",train
"train/TCGA-67-6217-01A-01-TS1-27100-17363-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(255, 202)","(255, 202)","1.training/TCGA-67-6217-01A-01-TS1-27100-17363-[0, 1, 0].png",train
"train/1203706-38452-66417-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(176, 168)","(176, 168)","1.training/1203706-38452-66417-[0, 1, 0].png",train
"train/1022068-35607-33521-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(272, 192)","(272, 192)","1.training/1022068-35607-33521-[1, 1, 0].png",train
"train/1021305-37420-10467-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(300, 209)","(300, 209)","1.training/1021305-37420-10467-[0, 1, 0].png",train
"train/1122944-38979-51347-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(152, 258)","(152, 258)","1.training/1122944-38979-51347-[0, 0, 1].png",train
"train/1115189-33889-37258-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(170, 212)","(170, 212)","1.training/1115189-33889-37258-[1, 1, 0].png",train
"train/1021305-27440-28557-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(155, 257)","(155, 257)","1.training/1021305-27440-28557-[0, 1, 0].png",train
"train/TCGA-78-8662-01Z-00-DX1-79302-62633-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(280, 212)","(280, 212)","1.training/TCGA-78-8662-01Z-00-DX1-79302-62633-[1, 1, 0].png",train
"train/1205260-19620-27136-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(212, 168)","(212, 168)","1.training/1205260-19620-27136-[0, 1, 0].png",train
"train/1222870-18261-5339-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(210, 220)","(210, 220)","1.training/1222870-18261-5339-[0, 0, 1].png",train
"train/1115189-47347-48298-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(285, 295)","(285, 295)","1.training/1115189-47347-48298-[0, 1, 0].png",train
"train/1203706-25696-34117-[1, 0, 0].npy",tumor:True|stroma:False|normal:False,"(181, 297)","(181, 297)","1.training/1203706-25696-34117-[1, 0, 0].png",train
"train/449636-38497-39979-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(189, 276)","(189, 276)","1.training/449636-38497-39979-[0, 1, 0].png",train
"train/1021408-10993-32489-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(243, 205)","(243, 205)","1.training/1021408-10993-32489-[0, 0, 1].png",train
"train/1004276-50953-18797-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(289, 249)","(289, 249)","1.training/1004276-50953-18797-[1, 1, 0].png",train
"train/1200530-12872-8998-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(201, 154)","(201, 154)","1.training/1200530-12872-8998-[0, 1, 0].png",train
"train/440930-6464-34337-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(221, 156)","(221, 156)","1.training/440930-6464-34337-[0, 1, 0].png",train
"train/1031280-26072-7161-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(161, 172)","(161, 172)","1.training/1031280-26072-7161-[1, 1, 0].png",train
"train/1122793-9907-24533-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(179, 225)","(179, 225)","1.training/1122793-9907-24533-[1, 1, 0].png",train
"train/TCGA-67-6217-01A-01-TS1-32146-20154-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(198, 170)","(198, 170)","1.training/TCGA-67-6217-01A-01-TS1-32146-20154-[1, 1, 0].png",train
"train/1222870-22149-12233-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(222, 192)","(222, 192)","1.training/1222870-22149-12233-[0, 0, 1].png",train
"train/1125346-19092-14871-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(280, 167)","(280, 167)","1.training/1125346-19092-14871-[1, 1, 0].png",train
"train/1004470-27866-10903-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(189, 160)","(189, 160)","1.training/1004470-27866-10903-[1, 1, 0].png",train
"train/1021305-27440-20517-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(177, 285)","(177, 285)","1.training/1021305-27440-20517-[0, 1, 0].png",train
"train/1031280-34562-12933-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(199, 217)","(199, 217)","1.training/1031280-34562-12933-[1, 1, 0].png",train
"train/TCGA-78-8662-01Z-00-DX1-94141-34343-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(299, 286)","(299, 286)","1.training/TCGA-78-8662-01Z-00-DX1-94141-34343-[0, 1, 0].png",train
"train/1115849-35646-57091-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(292, 300)","(292, 300)","1.training/1115849-35646-57091-[1, 1, 0].png",train
"train/1217322-17784-38527-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(214, 211)","(214, 211)","1.training/1217322-17784-38527-[1, 1, 0].png",train
"train/440930-14397-18000-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(265, 269)","(265, 269)","1.training/440930-14397-18000-[1, 1, 0].png",train
"train/1022068-17769-23571-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(224, 163)","(224, 163)","1.training/1022068-17769-23571-[1, 1, 0].png",train
"train/1004276-37618-39553-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(171, 224)","(171, 224)","1.training/1004276-37618-39553-[0, 1, 0].png",train
"train/1115849-41691-30476-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(271, 210)","(271, 210)","1.training/1115849-41691-30476-[1, 1, 0].png",train
"train/1122944-33426-55162-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(235, 191)","(235, 191)","1.training/1122944-33426-55162-[0, 0, 1].png",train
"train/446242-19811-14069-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(253, 288)","(253, 288)","1.training/446242-19811-14069-[1, 1, 0].png",train
"train/1222870-18991-5339-[0, 0, 1].npy",tumor:False|stroma:False|normal:True,"(191, 270)","(191, 270)","1.training/1222870-18991-5339-[0, 0, 1].png",train
"train/TCGA-53-A4EZ-01Z-00-DX1-43510-38487-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(285, 254)","(285, 254)","1.training/TCGA-53-A4EZ-01Z-00-DX1-43510-38487-[0, 1, 0].png",train
"train/1115849-7699-16189-[1, 1, 0].npy",tumor:True|stroma:True|normal:False,"(174, 166)","(174, 166)","1.training/1115849-7699-16189-[1, 1, 0].png",train
"train/444302-31936-48597-[0, 1, 0].npy",tumor:False|stroma:True|normal:False,"(248, 241)","(248, 241)","1.training/444302-31936-48597-[0, 1, 0].png",train
